Title,Price,Year,Mileage,Fuel,Location,Link,Make,Model,Condition,Body Type,Color,Seats
Toyota Corolla Altis X Automatic 1.6 2021 Model,Rs 55.80 Lacs,2021,"86,000 km",Petrol,"E-8, Islamabad•",https://www.olx.com.pk/item/toyota-corolla-altis-x-automatic-16-2021-model-iid-1105860855,Toyota,Corolla Altis,Used,Sedan,White,5.0
Toyota Corolla Altis 1.6 2018 Total Genuine With Low Mileage For Sale,Rs 49.50 Lacs,2018,"32,500 km",Petrol,"Wapda Town Phase 1, Lahore•",https://www.olx.com.pk/item/toyota-corolla-altis-16-2018-total-genuine-with-low-mileage-for-sale-iid-1105854885,Toyota,Corolla Altis,Used,Sedan,White,5.0
Suzuki Cultus VXL-2018,Rs 25.50 Lacs,2018,"124,000 km",Petrol,"Civil Lines, Karachi•",https://www.olx.com.pk/item/suzuki-cultus-vxl-2018-iid-1105860333,Suzuki,Cultus VXL,Used,Hatchback,Grey,5.0
mehran antique peace,Rs 12.50 Lacs,2016,"84,206 km",Petrol,"Okara Road, Depalpur•",https://www.olx.com.pk/item/mehran-antique-peace-iid-1105602267,Suzuki,Mehran VX,Used,Other,Gold,5.0
Toyota Raize 2020 360 camera 4.5 grade 2 tone color pearl white,Rs 63.90 Lacs,2020,"42,000 km",Petrol,"DHA Phase 8, Lahore•",https://www.olx.com.pk/item/toyota-raize-2020-360-camera-45-grade-2-tone-color-pearl-white-iid-1105188204,Toyota,Raize,Used,SUV,White,
Toyota Raize 2020 4.5 Grade 38000 kms verifiable auction sheet,Rs 60.80 Lacs,2020,"38,000 km",Petrol,"DHA Phase 8, Lahore•",https://www.olx.com.pk/item/toyota-raize-2020-45-grade-38000-kms-verifiable-auction-sheet-iid-1104227959,Toyota,Raize,Used,SUV,Black,
Toyota Aqua 2014 - 2017,Rs 34.50 Lacs,2014,"100,000 km",Hybrid,"Jamshed Quarters, Karachi•",https://www.olx.com.pk/item/toyota-aqua-2014-2017-iid-1104960693,Toyota,Aqua,Used,Sedan,Grey,4.0
Suzuki Cultus VXR 2009 Antique Piece,Rs 11.50 Lacs,2009,"100,000 km",Petrol,"Ajwa Business Centre, Faisalabad•",https://www.olx.com.pk/item/suzuki-cultus-vxr-2009-antique-piece-iid-1105859719,Suzuki,Cultus VXR,Used,Small city car,Black,4.0
Suzuki alto vxr 2020 full orginal,Rs 23 Lacs,2020,"58,000 km",Petrol,"Airport, Karachi•",https://www.olx.com.pk/item/suzuki-alto-vxr-2020-full-orginal-iid-1105859503,Suzuki,Alto,Used,Small city car,White,4.0
SUZUKI WAGON R AGS 2021,Rs 26.75 Lacs,2021,"100,000 km",Petrol,"Malir Halt, Karachi•",https://www.olx.com.pk/item/suzuki-wagon-r-ags-2021-iid-1105841899,Suzuki,Wagon R,Used,Small city car,Black,5.0
Suzuki liana,Rs 10.80 Lacs,2006,"135,000 km",Petrol,"HBCHS - Haroon Bahria Society, Karachi•",https://www.olx.com.pk/item/suzuki-liana-iid-1105744727,Suzuki,Liana,Used,Sedan,Gold,4.0
Civic oriel 1.8 silver colour full loaded,Rs 50 Lacs,2018,New,Petrol,"DHA Phase 8, Karachi•",https://www.olx.com.pk/item/civic-oriel-18-silver-colour-full-loaded-iid-1105859201,Honda,Civic Oriel,New,Hatchback,Silver,4.0
Toyota Corolla GLI 2012,Rs 28.90 Lacs,2012,"100,000 km",Petrol,"FECHS, Islamabad•",https://www.olx.com.pk/item/toyota-corolla-gli-2012-iid-1105858623,Toyota,Corolla GLI,Used,Sedan,Black,
Toyota Corolla GLi Automatic 1.3 VVTi 2014,Rs 33.50 Lacs,2014,"160,000 km",Petrol,"Others, Bannu•",https://www.olx.com.pk/item/toyota-corolla-gli-automatic-13-vvti-2014-iid-1105858393,Toyota,Corolla GLI,Used,Sedan,Grey,5.0
Suzuki Wagon R VXL Model 2019,Rs 21.90 Lacs,2019,"60,000 km",Petrol,"Model Town, Lahore•",https://www.olx.com.pk/item/suzuki-wagon-r-vxl-model-2019-iid-1105858363,Suzuki,Wagon R,Used,Hatchback,Grey,
Suzuki Swift GL M/T 2025,Rs 44.60 Lacs,2025,New,Petrol,"G-11, Islamabad•",https://www.olx.com.pk/item/suzuki-swift-gl-mt-2025-iid-1104258196,Suzuki,Swift,New,Hatchback,White,5.0
Changan Oshan X7 FutureSense 5 Seater  2025  (open invoice ),Rs 89.49 Lacs,2025,New,Petrol,"G-11, Islamabad•",https://www.olx.com.pk/item/changan-oshan-x7-futuresense-5-seater-2025-open-invoice-iid-1105630462,Changan,Oshan X7,New,SUV,Black,5.0
Changan Alsvin Black Edition 2025  ( open invoice ),Rs 48.49 Lacs,2025,New,Petrol,"G-11, Islamabad•",https://www.olx.com.pk/item/changan-alsvin-black-edition-2025-open-invoice-iid-1104506888,Changan,Alsvin,New,Sedan,Black,5.0
"Changan Oshan X7 2025 , 5 seater",Rs 89.49 Lacs,2025,New,Petrol,"G-11, Islamabad•",https://www.olx.com.pk/item/changan-oshan-x7-2025-5-seater-iid-1104311451,Changan,Oshan X7,New,SUV,White,5.0
Suzuki wagon r stingray hybrid 2018/22,Rs 32.50 Lacs,2018,"74,000 km",Petrol,"Bahadurabad, Karachi•",https://www.olx.com.pk/item/suzuki-wagon-r-stingray-hybrid-201822-iid-1105767635,Suzuki,Wagon R Stingray,Used,Other,Brown,5.0
Mehran Euro 2 vxr 2013,Rs 12.85 Lacs,2013,"90,000 km",Petrol,"Liaquat Bagh, Rawalpindi•",https://www.olx.com.pk/item/mehran-euro-2-vxr-2013-iid-1105802236,Suzuki,Mehran VXR,Used,Small city car,Silver,4.0
Suzuki Alto Vxl upgraded 2025,Rs 33.20 Lacs,2025,"1,900 km",Petrol,"PECHS, Karachi•",https://www.olx.com.pk/item/suzuki-alto-vxl-upgraded-2025-iid-1105857406,Suzuki,Alto,Used,Hatchback,Silver,5.0
Nisar,Rs 12.15 Lacs,2017,"59,000 km",Petrol,"Navy Housing Scheme Zamzama, Karachi•",https://www.olx.com.pk/item/nisar-iid-1105830848,Suzuki,Bolan,Used,Other,White,6.0
SUZUKI CULTUS VXRI EFI 2008 MODEL,Rs 9.80 Lac,2008,"76,235 km",Petrol,"Township - Sector C2, Lahore•",https://www.olx.com.pk/item/suzuki-cultus-vxri-efi-2008-model-iid-1105821165,Suzuki,Cultus VXR,Used,Hatchback,White,5.0
1986 Corolla,Rs 5.50 Lac,1986,"200,000 km",Petrol,"Nazimabad - Block 5E, Karachi•",https://www.olx.com.pk/item/1986-corolla-iid-1105831735,Toyota,86,Used,Sedan,White,4.0
Daihatsu Hijet Van Deluxe XSA3 2021/2025,Rs 27 Lacs,2021,"143,379 km",Petrol,"City Court, Karachi•",https://www.olx.com.pk/item/daihatsu-hijet-van-deluxe-xsa3-20212025-iid-1105081771,Daihatsu,Hijet,Used,Van / Bus,White,5.0
Hyundai Elantra GLS Full option Brand new condition,Rs 58.40 Lacs,2021,"48,300 km",Petrol,"E-11/4, Islamabad•",https://www.olx.com.pk/item/hyundai-elantra-gls-full-option-brand-new-condition-iid-1105856741,Hyundai,Elantra,Used,Sedan,White,5.0
Suzuki Khyber 1992 Model,Rs 6.50 Lac,1992,"10,000 km",Petrol,"Ali Pur, Islamabad•",https://www.olx.com.pk/item/suzuki-khyber-1992-model-iid-1105853810,Suzuki,Khyber,Used,Small city car,Black,5.0
Toyota Alphard  2014,Rs 1 Crore,2014,"120,000 km",Petrol,"Izmir Town, Lahore•",https://www.olx.com.pk/item/toyota-alphard-2014-iid-1105853880,Toyota,Alphard Hybrid,Used,MPV,Silver,
Mitsubishi Ek Wagon 2012,Rs 21.80 Lacs,2012,"150,000 km",Petrol,"GT Road, Wah•",https://www.olx.com.pk/item/mitsubishi-ek-wagon-2012-iid-1105270290,Mitsubishi,Ek Wagon,Used,Small city car,Blue,5.0
Honda Civic Oriel 2024/25,Rs 74.50 Lacs,2024,"6,500 km",Petrol,"Others, Karachi•",https://www.olx.com.pk/item/honda-civic-oriel-202425-iid-1105130662,Honda,Civic Oriel,Used,Sedan,Black,5.0
Toyota Corolla Gli Automatic,Rs 50.90 Lacs,2020,"68,000 km",Petrol,"DHA Phase 6, Lahore•",https://www.olx.com.pk/item/toyota-corolla-gli-automatic-iid-1105842176,Toyota,Corolla GLI,Used,Sedan,White,5.0
Suzuki Alto 2022 VXL AGS,Rs 28 Lacs,2022,"43,000 km",Petrol,"DHA Defence, Islamabad•",https://www.olx.com.pk/item/suzuki-alto-2022-vxl-ags-iid-1105583233,Suzuki,Alto,Used,Small city car,White,
Toyota Raize 2020,Rs 62.90 Lacs,2020,"56,000 km",Petrol,"Faisal Town, Lahore•",https://www.olx.com.pk/item/toyota-raize-2020-iid-1105854985,Toyota,Raize,Used,Other,White,
Honda City 2006 Manual Black Beauty,Rs 18.75 Lacs,2006,"160,000 km",Petrol,"Hafizabad Bypass, Hafizabad•",https://www.olx.com.pk/item/honda-city-2006-manual-black-beauty-iid-1105854276,Honda,City,Used,Sedan,Black,5.0
Suzuki,Rs 11 Lacs,2007,"150,000 km",Petrol,"Millennium Mall, Karachi•",https://www.olx.com.pk/item/suzuki-iid-1105854173,Suzuki,Liana,Used,Sedan,Silver,5.0
Changan Alsvin 1.5 Dct lumiere full option,Rs 36.85 Lacs,2021,"64,000 km",Petrol,"E-11/4, Islamabad•",https://www.olx.com.pk/item/changan-alsvin-15-dct-lumiere-full-option-iid-1105854113,Changan,Alsvin,Used,Sedan,White,5.0
toyota Corolla gli 6 model,Rs 17.50 Lacs,2006,"500,000 km",Petrol,"Others, Pind Dadan Khan•",https://www.olx.com.pk/item/toyota-corolla-gli-6-model-iid-1104802668,Toyota,Corolla GLI,Used,Sedan,Black,5.0
Honda Civic Oriel 1.8 2021,Rs 64 Lacs,2021,"47,000 km",Petrol,"Airport Road, Quetta•",https://www.olx.com.pk/item/honda-civic-oriel-18-2021-iid-1105853954,Honda,Civic Oriel,Used,Sedan,White,
Hyundai Santa Fe Signature Model 2024,Rs 1.41 Crore,2024,"9,400 km",Hybrid,"Latifabad, Hyderabad•",https://www.olx.com.pk/item/hyundai-santa-fe-signature-model-2024-iid-1105461294,Hyundai,Sonata,Used,SUV,Grey,
Toyota Land Cruiser 4.2D Amazon 2007,Rs 99 Lacs,2007,"270,000 km",Diesel,"DHA Phase 6, Lahore•",https://www.olx.com.pk/item/toyota-land-cruiser-42d-amazon-2007-iid-1103987734,Toyota,Land Cruiser,Used,SUV,Blue,7.0
Honda city,Rs 27.50 Lacs,2015,"300,000 km",Petrol,"Wahdat Colony, Lahore•",https://www.olx.com.pk/item/honda-city-iid-1105783256,Honda,City IVTEC,Used,Estate,Black,4.0
Suzuki bloan 2013,Rs 7.40 Lac,2013,100 km,Petrol,"Banaras Colony, Karachi•",https://www.olx.com.pk/item/suzuki-bloan-2013-iid-1105545676,Suzuki,Bolan,Used,Pickup,White,
For Sale: Hyundai Elantra 2022 – Punjab,Rs 61.50 Lacs,2022,"69,000 km",Petrol,"Faisal Town, Lahore•",https://www.olx.com.pk/item/for-sale-hyundai-elantra-2022-punjab-iid-1105852930,Hyundai,Elantra,Used,Sedan,White,
Changan Aslvin 1.5 DCT Lumiere,Rs 37.50 Lacs,2021,"89,150 km",Petrol,"Model Town B, Bahawalpur•",https://www.olx.com.pk/item/changan-aslvin-15-dct-lumiere-iid-1105838759,Changan,Alsvin,Used,Sedan,White,5.0
Argent sale,Rs 42 Lacs,2017,"96,000 km",Petrol,"Bhera, Sargodha•",https://www.olx.com.pk/item/argent-sale-iid-1105815034,Toyota,Corolla GLI,Used,Small city car,Grey,5.0
Honda Civic Oriel 2020,Rs 56.50 Lacs,2020,New,Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/honda-civic-oriel-2020-iid-1105852502,Honda,Civic Oriel,New,Sedan,White,5.0
Suzuki Alto vxl 2022,Rs 28 Lacs,2022,"100,000 km",Petrol,"NFC 1, Lahore•",https://www.olx.com.pk/item/suzuki-alto-vxl-2022-iid-1105850777,Suzuki,Alto,Used,Other,White,
Toyota Corolla 2015 Gli 1.3 Automatic,Rs 32.75 Lacs,2015,New,Petrol,"BMCHS, Karachi•",https://www.olx.com.pk/item/toyota-corolla-2015-gli-13-automatic-iid-1105815628,Toyota,Corolla GLI,New,Sedan,Silver,
Suzuki mehran vxr 2017 bumper to bumper total genuine,Rs 11.95 Lacs,2017,New,Petrol,"Bahria Town - Sector A, Lahore•",https://www.olx.com.pk/item/suzuki-mehran-vxr-2017-bumper-to-bumper-total-genuine-iid-1105848020,Suzuki,Mehran VXR,New,Small city car,White,5.0
FAW X-PV 2018,Rs 10 Lacs,2018,"164,000 km",Petrol,"Zamar Valley, Islamabad•",https://www.olx.com.pk/item/faw-x-pv-2018-iid-1101944468,FAW,X-PV,Used,Van / Bus,White,7.0
Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,Rs 60 Lacs,2021,"61,000 km",Petrol,"Phalia Mandi Bahauddin Road, Mandi Bahauddin•",https://www.olx.com.pk/item/toyota-corolla-altis-x-automatic-16-special-edition-2021-iid-1105851616,Toyota,Corolla Altis,Used,Sedan,White,
Daihatsu Mira 2006/2011,Rs 16 Lacs,2011,"150,000 km",Petrol,"Okara Road, Depalpur•",https://www.olx.com.pk/item/daihatsu-mira-20062011-iid-1103439701,Daihatsu,Mira,Used,Other,Silver,5.0
Toyota Corolla Altis 2021,Rs 55.50 Lacs,2021,"42,200 km",Petrol,"Sabzazar, Lahore•",https://www.olx.com.pk/item/toyota-corolla-altis-2021-iid-1105850186,Toyota,Corolla Altis,Used,Other,White,4.0
Toyota Fortuner 2015,Rs 82.50 Lacs,2015,"86,600 km",Petrol,"Safoora Goth, Karachi•",https://www.olx.com.pk/item/toyota-fortuner-2015-iid-1105660785,Toyota,Fortuner,Used,SUV,Black,7.0
Toyota Hilux Revo V Automatic 2.8 2019,Rs 1.08 Crore,2019,"152,001 km",Petrol,"Others, Islamabad•",https://www.olx.com.pk/item/toyota-hilux-revo-v-automatic-28-2019-iid-1104869525,Toyota,Hilux,Used,Sports / Coupe,White,
TOYOTA RAIZE   2021 / 25,Rs 64.90 Lacs,2025,New,Diesel,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/toyota-raize-2021-25-iid-1105731593,Toyota,Raize,New,Other,Black,5.0
Suzuki Mehran VXR 1991,Rs 4.95 Lac,1991,"12,344 km",Petrol,"PWD Housing Scheme, Islamabad•",https://www.olx.com.pk/item/suzuki-mehran-vxr-1991-iid-1105850565,Suzuki,Mehran VXR,Used,Small city car,Grey,
Suzuki Cultus VXR 2015 Dec Reg,Rs 15.35 Lacs,2015,1 km,Petrol,"Narwala Road, Faisalabad•",https://www.olx.com.pk/item/suzuki-cultus-vxr-2015-dec-reg-iid-1103683938,Suzuki,Cultus VXR,Used,Hatchback,Silver,
Toyota Corolla 1974,Rs 2.20 Lac,1974,"100,000 km",CNG,"Buffer Zone 2, Karachi•",https://www.olx.com.pk/item/toyota-corolla-1974-iid-1105823789,Toyota,Corolla,Used,Sedan,Green,
Suzuki Cultus VXR Model 2007 (Power Steering),Rs 9.80 Lac,2007,"111,000 km",Petrol,"Wapda Town Phase 1, Lahore•",https://www.olx.com.pk/item/suzuki-cultus-vxr-model-2007-power-steering-iid-1105796484,Suzuki,Cultus VXR,Used,Sedan,Black,5.0
MG HS TROPHY,Rs 63.95 Lacs,2021,"80,000 km",Petrol,"G-9, Islamabad•",https://www.olx.com.pk/item/mg-hs-trophy-iid-1105850930,MG,HS,Used,SUV,Black,5.0
1300 cc,Rs 3.75 Lac,1996,"133,400 km",Petrol,"Paragon City - Woods Block, Lahore•",https://www.olx.com.pk/item/1300-cc-iid-1105790860,KIA,Pride,Used,Hatchback,White,5.0
2007 vxl full orignal inner outer child Ac,Rs 10.50 Lacs,2007,"70,000 km",Petrol,"North Karachi Buffer Zone, Karachi•",https://www.olx.com.pk/item/2007-vxl-full-orignal-inner-outer-child-ac-iid-1105850090,Suzuki,Cultus VXL,Used,Hatchback,White,4.0
suzuki cultus,Rs 16.80 Lacs,2013,"580,000 km",Petrol,"Snober City, Rawalpindi•",https://www.olx.com.pk/item/suzuki-cultus-iid-1105823977,Suzuki,Cultus VXR,Used,Small city car,White,5.0
SUZUKI CULTUS VXR 2013,Rs 13.80 Lacs,2013,"96,000 km",Petrol,"Anda Mor Road, Karachi•",https://www.olx.com.pk/item/suzuki-cultus-vxr-2013-iid-1103155887,Suzuki,Cultus,Used,Hatchback,Blue,4.0
Suzuki Alto Lapin 2021/2025,Rs 30.50 Lacs,2021,"15,001 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/suzuki-alto-lapin-20212025-iid-1105850335,Suzuki,Alto Lapin,Used,Hatchback,Other,
Toyota Corolla GLi 1.3 VVTi 2018,Rs 41 Lacs,2018,"133,999 km",Petrol,"Wapda Town Phase 2, Multan•",https://www.olx.com.pk/item/toyota-corolla-gli-13-vvti-2018-iid-1105850230,Toyota,Corolla GLI,Used,Other,Brown,
Alto vxr 2009,Rs 11.70 Lacs,2009,"12,345 km",Petrol,"Ghaziabad, Lahore•",https://www.olx.com.pk/item/alto-vxr-2009-iid-1105814929,Suzuki,Alto,Used,Hatchback,Other,4.0
Suzuki Swift DLX 1.3,Rs 18.50 Lacs,2014,"50,000 km",Petrol,"Gulzar-E-Hijri, Karachi•",https://www.olx.com.pk/item/suzuki-swift-dlx-13-iid-1103799357,Suzuki,Swift,Used,Hatchback,Black,5.0
Suzuki WagonR VXL 2019 Model,Rs 22.25 Lacs,2019,"84,000 km",Petrol,"Gajju Matah, Lahore•",https://www.olx.com.pk/item/suzuki-wagonr-vxl-2019-model-iid-1105849922,Suzuki,Wagon R,Used,Other,Grey,5.0
BMW X1 sDrive18i A/T 2018,Rs 80.50 Lacs,2018,"91,000 km",Petrol,"Rehman Colony, Faisalabad•",https://www.olx.com.pk/item/bmw-x1-sdrive18i-at-2018-iid-1105849808,BMW,X1,Used,Other,White,
Honda City Aspire Prosmatec 1.5 i-VTEC 2020,Rs 46 Lacs,2020,"47,823 km",Petrol,"Shadman Colony, Gujrat•",https://www.olx.com.pk/item/honda-city-aspire-prosmatec-15-i-vtec-2020-iid-1105849740,Honda,City Aspire,Used,Sedan,White,
Suzuki khyber urgent sale ( 0313-6375401 ),Rs 3.25 Lac,1989,"1,000 km",Petrol,"Burma Town, Islamabad•",https://www.olx.com.pk/item/suzuki-khyber-urgent-sale-0313-6375401-iid-1105778544,Suzuki,Khyber,Used,Hatchback,Grey,5.0
FAW V2 2018 | Faw V2 2018 | For Sale,Rs 18 Lacs,2018,"117,000 km",Petrol,"PWD Housing Scheme, Islamabad•",https://www.olx.com.pk/item/faw-v2-2018-faw-v2-2018-for-sale-iid-1103693051,FAW,V2,Used,Hatchback,White,
Kia sportage FWD 2020,Rs 65.50 Lacs,2020,"90,500 km",Petrol,"Ghang Road, Sheikhüpura•",https://www.olx.com.pk/item/kia-sportage-fwd-2020-iid-1105046453,KIA,Sportage,Used,SUV,Blue,5.0
suzuki alto,Rs 11.50 Lacs,2009,"100,000 km",Petrol,"I-8 Markaz, Islamabad•",https://www.olx.com.pk/item/suzuki-alto-iid-1105825431,Suzuki,Alto,Used,Other,Blue,4.0
Honda Vezel RS Honda Sensing 2019/24 4.5 grade,Rs 89 Lacs,2019,"50,014 km",Hybrid,"Hayatabad, Peshawar•",https://www.olx.com.pk/item/honda-vezel-rs-honda-sensing-201924-45-grade-iid-1105263205,Honda,Vezel,Used,SUV,White,4.0
Honda Civic x Oriel UG,Rs 48 Lacs,2018,"53,000 km",Petrol,"Gulshan-e-Iqbal, Karachi•",https://www.olx.com.pk/item/honda-civic-x-oriel-ug-iid-1105848267,Honda,Civic,Used,Sedan,Black,5.0
Baleno 2005 model,Rs 11 Lacs,2005,"285,338 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/baleno-2005-model-iid-1105771588,Suzuki,Baleno,Used,Sedan,Beige,5.0
Suzuki Swift DLX 2018,Rs 26.70 Lacs,2018,"64,000 km",Petrol,"D Type Colony, Faisalabad•",https://www.olx.com.pk/item/suzuki-swift-dlx-2018-iid-1103493667,Suzuki,Swift,Used,Hatchback,Grey,4.0
Daihatsu Move X SAII,Rs 33.75 Lacs,2022,"6,500 km",Petrol,"Tench Bhata, Rawalpindi•",https://www.olx.com.pk/item/daihatsu-move-x-saii-iid-1105848829,Daihatsu,Move,Used,Hatchback,Blue,5.0
Toyota Axio 2014,Rs 46 Lacs,2014,"134,000 km",Hybrid,"DHA Phase 2, Lahore•",https://www.olx.com.pk/item/toyota-axio-2014-iid-1105841498,Toyota,Corolla Axio,Used,Sedan,White,4.0
Suzuki Cultus 2016,Rs 16.50 Lacs,2016,"150,000 km",Petrol,"Others, Sukkur•",https://www.olx.com.pk/item/suzuki-cultus-2016-iid-1105848315,Suzuki,Cultus,Used,Small city car,White,5.0
WegonR japanies,Rs 39 Lacs,2023,"32,000 km",Petrol,"Garden West, Karachi•",https://www.olx.com.pk/item/wegonr-japanies-iid-1105824666,Suzuki,Wagon R,Used,Small city car,White,4.0
Honda Civic VTi Oriel Prosmatec 2017,Rs 53 Lacs,2017,"75,000 km",Petrol,"Saidpur Road, Rawalpindi•",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2017-iid-1105814012,Honda,Civic VTi Oriel Prosmatec,Used,Sedan,Black,5.0
Toyota Hilux 2003,Rs 32 Lacs,2003,"350,000 km",Diesel,"Faisalabad Road, Okara•",https://www.olx.com.pk/item/toyota-hilux-2003-iid-1105843428,Toyota,Hilux,Used,Pickup,Gold,
KIA Sportage FWD 2022 Model,Rs 71 Lacs,2022,"48,000 km",Petrol,"Others, Sadiqabad•",https://www.olx.com.pk/item/kia-sportage-fwd-2022-model-iid-1105847961,KIA,Sportage,Used,Other,White,5.0
Daewoo Racer (Cielo)  1992 Model  1500 cc,Rs 17.50 Lacs,1992,"12,345 km",Petrol,"Faiz Bagh, Lahore•",https://www.olx.com.pk/item/daewoo-racer-cielo-1992-model-1500-cc-iid-1105846549,Daewoo,Racer,Used,Sedan,White,5.0
Rang rover sport super charged 2006 model 2012 uplifted,Rs 67 Lacs,2006,"55,000 km",Petrol,"Citi Housing Society - Block B, Sialkot•",https://www.olx.com.pk/item/rang-rover-sport-super-charged-2006-model-2012-uplifted-iid-1105737319,Range Rover,Sport,Used,SUV,Black,5.0
Suzuki Mehran VX 2004,Rs 4.50 Lac,2004,"50,000 km",CNG,"DHA Defence, Karachi•",https://www.olx.com.pk/item/suzuki-mehran-vx-2004-iid-1105845907,Suzuki,Mehran VX,Used,Other,White,5.0
Rocky 2020 Model 26K Km 4 Grade Oct 2025 Import Raize 2021 2019 g z x,Rs 58.90 Lacs,2021,New,Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/rocky-2020-model-26k-km-4-grade-oct-2025-import-raize-2021-2019-g-z-x-iid-1101560504,Toyota,Raize,New,SUV,Black,
Rocky 2020 4-Grade Fresh 2025 Better  Raize 2019 2021 G Z X Package,Rs 54.90 Lacs,2020,New,Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/rocky-2020-4-grade-fresh-2025-better-raize-2019-2021-g-z-x-package-iid-1104080898,Toyota,Raize,New,SUV,Black,5.0
Suzuki cultus 2005,Rs 8.19 Lac,2005,"12,303 km",Petrol,"Korangi Road, Karachi•",https://www.olx.com.pk/item/suzuki-cultus-2005-iid-1105844264,Suzuki,Cultus VXR,Used,Other,Grey,2.0
Toyota Corolla Altis 1.6 Automatic,Rs 53.50 Lacs,2020,"146,000 km",Petrol,"Mughalpura, Lahore•",https://www.olx.com.pk/item/toyota-corolla-altis-16-automatic-iid-1105844128,Toyota,Corolla Altis,Used,Sedan,White,4.0
Toyota aqua 2015/19,Rs 38 Lacs,2015,"73,000 km",Petrol,"Airport, Karachi•",https://www.olx.com.pk/item/toyota-aqua-201519-iid-1105844105,Toyota,Aqua,Used,Hatchback,Red,4.0
TOYOTA RAIZE Z PACKAGE 2020 MODEL 2025 REGISTER 4.5 GRADE BLUE,Rs 57 Lacs,2020,"25,000 km",Petrol,"Khalid Bin Walid Road, Karachi•",https://www.olx.com.pk/item/toyota-raize-z-package-2020-model-2025-register-45-grade-blue-iid-1105843752,Toyota,Raize,Used,SUV,Blue,5.0
Toyota Passo,Rs 24.50 Lacs,2012,"123,000 km",Petrol,"PGSHF, Multan•",https://www.olx.com.pk/item/toyota-passo-iid-1103964135,Toyota,Passo,Used,Hatchback,White,5.0
Nissan Roox 2021,Rs 33 Lacs,2021,New,Petrol,"DHA Defence Phase 2, Islamabad•",https://www.olx.com.pk/item/nissan-roox-2021-iid-1103447329,Nissan,Roox,New,Hatchback,Other,
Toyota Raize 2020 Genuine 42K Km 2025 Imp G package pkg Z 2021 2019,Rs 58.25 Lacs,2020,New,Petrol,"Johar Town, Lahore•",https://www.olx.com.pk/item/toyota-raize-2020-genuine-42k-km-2025-imp-g-package-pkg-z-2021-2019-iid-1099269097,Toyota,Raize,New,SUV,White,
Raize 2020 Model 42000Km 2025 Fresh z g 2021 2019 2022 Rocky Package,Rs 58.90 Lacs,2021,New,Petrol,"Johar Town, Lahore•",https://www.olx.com.pk/item/raize-2020-model-42000km-2025-fresh-z-g-2021-2019-2022-rocky-package-iid-1095924934,Toyota,Raize,New,SUV,White,
ALTO VXL 2025 AGS,Rs 34 Lacs,2025,New,Petrol,"North Karachi - Sector 5-C, Karachi•",https://www.olx.com.pk/item/alto-vxl-2025-ags-iid-1105737895,Suzuki,Alto,New,Small city car,Silver,5.0
Suzuki Ravi Chamber  2012,Rs 5.90 Lac,2012,"12,345 km",Petrol,"Others, Karachi•",https://www.olx.com.pk/item/suzuki-ravi-chamber-2012-iid-1105841320,Suzuki,Ravi,Used,Pickup,White,
Honda City Vario 2006,Rs 21.50 Lacs,2006,"230,000 km",Petrol,"PGECHS Phase 2, Lahore•",https://www.olx.com.pk/item/honda-city-vario-2006-iid-1099287553,Honda,City Vario,Used,Sedan,Grey,5.0
Changan Karvaan Plus 2021,Rs 21.50 Lacs,2021,"80,000 km",Petrol,"Langeriali, Sialkot•",https://www.olx.com.pk/item/changan-karvaan-plus-2021-iid-1105839287,Changan,Karvaan,Used,MPV,White,7.0
Toyota Prado TX 2016/2021/2024,Rs 1.95 Crore,2017,"69,000 km",Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/toyota-prado-tx-201620212024-iid-1104444769,Toyota,Prado,Used,SUV,White,7.0
Toyota Corolla Altis 1.6 2012,Rs 34.50 Lacs,2012,"103,000 km",Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/toyota-corolla-altis-16-2012-iid-1105838872,Toyota,Corolla Altis,Used,Sedan,Grey,6.0
